"id","kata_a","kata_b","jenis","penjelasan","penggunaan_a","penggunaan_b"
3612,seloroh,lucu,sinonim_satu_synset,'seloroh' dan 'lucu' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'seloroh' dalam kalimat.,Padanan kata 'seloroh' adalah 'lucu'.
3613,seloroh,kelakar,sinonim_satu_synset,'seloroh' dan 'kelakar' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'seloroh' dalam kalimat.,Padanan kata 'seloroh' adalah 'kelakar'.
3614,selosoh,selusuh,varian_baku_tidak_baku,'selosoh' dan 'selusuh' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selosoh' dalam kalimat.,Padanan kata 'selosoh' adalah 'selusuh'.
3615,seluar,celana,sinonim_satu_synset,'seluar' dan 'celana' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'seluar' dalam kalimat.,Padanan kata 'seluar' adalah 'celana'.
3616,selulur,tergelincir,sinonim_satu_synset,'selulur' dan 'tergelincir' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'selulur' dalam kalimat.,Padanan kata 'selulur' adalah 'tergelincir'.
3617,selungkap,jelungkap,varian_baku_tidak_baku,'selungkap' dan 'jelungkap' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selungkap' dalam kalimat.,Padanan kata 'selungkap' adalah 'jelungkap'.
3618,seluruh,semua,sinonim_satu_synset,'seluruh' dan 'semua' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'seluruh' dalam kalimat.,Padanan kata 'seluruh' adalah 'semua'.
3619,seluruh,segenap,sinonim_satu_synset,'seluruh' dan 'segenap' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'seluruh' dalam kalimat.,Padanan kata 'seluruh' adalah 'segenap'.
3620,selusur,langkan,sinonim_satu_synset,'selusur' dan 'langkan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'selusur' dalam kalimat.,Padanan kata 'selusur' adalah 'langkan'.
3621,selut,lumpur,sinonim_satu_synset,'selut' dan 'lumpur' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'selut' dalam kalimat.,Padanan kata 'selut' adalah 'lumpur'.
3622,semadi,meditasi,sinonim_satu_synset,'semadi' dan 'meditasi' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'semadi' dalam kalimat.,Padanan kata 'semadi' adalah 'meditasi'.
3623,semaja,sebenarnya,sinonim_satu_synset,'semaja' dan 'sebenarnya' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'semaja' dalam kalimat.,Padanan kata 'semaja' adalah 'sebenarnya'.
3624,semak,simak,varian_baku_tidak_baku,'semak' dan 'simak' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'semak' dalam kalimat.,Padanan kata 'semak' adalah 'simak'.
3625,semakin,makin,sinonim_satu_synset,'semakin' dan 'makin' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'semakin' dalam kalimat.,Padanan kata 'semakin' adalah 'makin'.
3626,semalu,simalu,varian_baku_tidak_baku,'semalu' dan 'simalu' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'semalu' dalam kalimat.,Padanan kata 'semalu' adalah 'simalu'.
3627,semanda,semenda,varian_baku_tidak_baku,'semanda' dan 'semenda' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'semanda' dalam kalimat.,Padanan kata 'semanda' adalah 'semenda'.
3628,semandarasa,semendarasa,varian_baku_tidak_baku,'semandarasa' dan 'semendarasa' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'semandarasa' dalam kalimat.,Padanan kata 'semandarasa' adalah 'semendarasa'.
3629,semanja,semaja,varian_baku_tidak_baku,'semanja' dan 'semaja' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'semanja' dalam kalimat.,Padanan kata 'semanja' adalah 'semaja'.
3630,semantung,sementung,varian_baku_tidak_baku,'semantung' dan 'sementung' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'semantung' dalam kalimat.,Padanan kata 'semantung' adalah 'sementung'.
3631,sembab,sembap,sinonim_satu_synset,'sembab' dan 'sembap' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sembab' dalam kalimat.,Padanan kata 'sembab' adalah 'sembap'.
3632,semberani,sembrani,varian_baku_tidak_baku,'semberani' dan 'sembrani' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'semberani' dalam kalimat.,Padanan kata 'semberani' adalah 'sembrani'.
3633,semberono,sembrono,sinonim_satu_synset,'semberono' dan 'sembrono' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'semberono' dalam kalimat.,Padanan kata 'semberono' adalah 'sembrono'.
3634,sembilat,semilat,varian_baku_tidak_baku,'sembilat' dan 'semilat' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sembilat' dalam kalimat.,Padanan kata 'sembilat' adalah 'semilat'.
3635,semboyan,slogan,sinonim_satu_synset,'semboyan' dan 'slogan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'semboyan' dalam kalimat.,Padanan kata 'semboyan' adalah 'slogan'.
3636,sembul,muncul,sinonim_satu_synset,'sembul' dan 'muncul' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sembul' dalam kalimat.,Padanan kata 'sembul' adalah 'muncul'.
3637,sempadan,membatasi,sinonim_satu_synset,'sempadan' dan 'membatasi' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sempadan' dalam kalimat.,Padanan kata 'sempadan' adalah 'membatasi'.
3638,sembur,sembul,varian_baku_tidak_baku,'sembur' dan 'sembul' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sembur' dalam kalimat.,Padanan kata 'sembur' adalah 'sembul'.
3639,semedera,samudra,varian_baku_tidak_baku,'semedera' dan 'samudra' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'semedera' dalam kalimat.,Padanan kata 'semedera' adalah 'samudra'.
3640,semejak,semenjak,varian_baku_tidak_baku,'semejak' dan 'semenjak' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'semejak' dalam kalimat.,Padanan kata 'semejak' adalah 'semenjak'.
3641,semejana,semenjana,varian_baku_tidak_baku,'semejana' dan 'semenjana' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'semejana' dalam kalimat.,Padanan kata 'semejana' adalah 'semenjana'.
3642,semek,demek,varian_baku_tidak_baku,'semek' dan 'demek' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'semek' dalam kalimat.,Padanan kata 'semek' adalah 'demek'.
3643,sementung,dungu,sinonim_satu_synset,'sementung' dan 'dungu' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sementung' dalam kalimat.,Padanan kata 'sementung' adalah 'dungu'.
3644,semerbak,harum,sinonim_satu_synset,'semerbak' dan 'harum' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'semerbak' dalam kalimat.,Padanan kata 'semerbak' adalah 'harum'.
3645,semesta,universal,sinonim_satu_synset,'semesta' dan 'universal' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'semesta' dalam kalimat.,Padanan kata 'semesta' adalah 'universal'.
3646,semilir,silir,varian_baku_tidak_baku,'semilir' dan 'silir' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'semilir' dalam kalimat.,Padanan kata 'semilir' adalah 'silir'.
3647,semuntu,simuntu,varian_baku_tidak_baku,'semuntu' dan 'simuntu' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'semuntu' dalam kalimat.,Padanan kata 'semuntu' adalah 'simuntu'.
3648,sempana,sempena,varian_baku_tidak_baku,'sempana' dan 'sempena' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sempana' dalam kalimat.,Padanan kata 'sempana' adalah 'sempena'.
3649,sempil,menyisip,sinonim_satu_synset,'sempil' dan 'menyisip' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sempil' dalam kalimat.,Padanan kata 'sempil' adalah 'menyisip'.
3650,sempit,picik,sinonim_satu_synset,'sempit' dan 'picik' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sempit' dalam kalimat.,Padanan kata 'sempit' adalah 'picik'.
3651,sempoa,swipoa,varian_baku_tidak_baku,'sempoa' dan 'swipoa' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sempoa' dalam kalimat.,Padanan kata 'sempoa' adalah 'swipoa'.
3652,sempuras,kotor,sinonim_satu_synset,'sempuras' dan 'kotor' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sempuras' dalam kalimat.,Padanan kata 'sempuras' adalah 'kotor'.
3653,semrawut,acak-acakan,sinonim_satu_synset,'semrawut' dan 'acak-acakan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'semrawut' dalam kalimat.,Padanan kata 'semrawut' adalah 'acak-acakan'.
3654,semsem,sengsem,varian_baku_tidak_baku,'semsem' dan 'sengsem' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'semsem' dalam kalimat.,Padanan kata 'semsem' adalah 'sengsem'.
3655,semudera,samudra,varian_baku_tidak_baku,'semudera' dan 'samudra' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'semudera' dalam kalimat.,Padanan kata 'semudera' adalah 'samudra'.
3656,sen,sein,varian_baku_tidak_baku,'sen' dan 'sein' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sen' dalam kalimat.,Padanan kata 'sen' adalah 'sein'.
3657,sengkek,singkek,varian_baku_tidak_baku,'sengkek' dan 'singkek' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sengkek' dalam kalimat.,Padanan kata 'sengkek' adalah 'singkek'.
3658,senantiasa,selalu,sinonim_satu_synset,'senantiasa' dan 'selalu' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'senantiasa' dalam kalimat.,Padanan kata 'senantiasa' adalah 'selalu'.
3659,senantiasa,selamanya,sinonim_satu_synset,'senantiasa' dan 'selamanya' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'senantiasa' dalam kalimat.,Padanan kata 'senantiasa' adalah 'selamanya'.
3660,senapan,bedil,sinonim_satu_synset,'senapan' dan 'bedil' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'senapan' dalam kalimat.,Padanan kata 'senapan' adalah 'bedil'.
3661,senario,skenario,varian_baku_tidak_baku,'senario' dan 'skenario' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'senario' dalam kalimat.,Padanan kata 'senario' adalah 'skenario'.
3662,senda,kelakar,sinonim_satu_synset,'senda' dan 'kelakar' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'senda' dalam kalimat.,Padanan kata 'senda' adalah 'kelakar'.
3663,senda,seloroh,sinonim_satu_synset,'senda' dan 'seloroh' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'senda' dalam kalimat.,Padanan kata 'senda' adalah 'seloroh'.
3664,senda,berseloroh,sinonim_satu_synset,'senda' dan 'berseloroh' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'senda' dalam kalimat.,Padanan kata 'senda' adalah 'berseloroh'.
3665,senda,bergurau,sinonim_satu_synset,'senda' dan 'bergurau' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'senda' dalam kalimat.,Padanan kata 'senda' adalah 'bergurau'.
3666,senda,sanda,varian_baku_tidak_baku,'senda' dan 'sanda' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'senda' dalam kalimat.,Padanan kata 'senda' adalah 'sanda'.
3667,sendal,terompah,sinonim_satu_synset,'sendal' dan 'terompah' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sendal' dalam kalimat.,Padanan kata 'sendal' adalah 'terompah'.
3668,sendat,ketat,sinonim_satu_synset,'sendat' dan 'ketat' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sendat' dalam kalimat.,Padanan kata 'sendat' adalah 'ketat'.
3669,sendawa,serdawa,sinonim_satu_synset,'sendawa' dan 'serdawa' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sendawa' dalam kalimat.,Padanan kata 'sendawa' adalah 'serdawa'.
3670,sendeng,condong,sinonim_satu_synset,'sendeng' dan 'condong' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sendeng' dalam kalimat.,Padanan kata 'sendeng' adalah 'condong'.
3671,sendi,dasar,sinonim_satu_synset,'sendi' dan 'dasar' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sendi' dalam kalimat.,Padanan kata 'sendi' adalah 'dasar'.
3672,sendi,asas,sinonim_satu_synset,'sendi' dan 'asas' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sendi' dalam kalimat.,Padanan kata 'sendi' adalah 'asas'.
3673,sending,zending,varian_baku_tidak_baku,'sending' dan 'zending' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sending' dalam kalimat.,Padanan kata 'sending' adalah 'zending'.
3674,sendu,sedu,sinonim_satu_synset,'sendu' dan 'sedu' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sendu' dalam kalimat.,Padanan kata 'sendu' adalah 'sedu'.
3675,senduduk,sekeduduk,varian_baku_tidak_baku,'senduduk' dan 'sekeduduk' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'senduduk' dalam kalimat.,Padanan kata 'senduduk' adalah 'sekeduduk'.
3676,senduk,sendok,varian_baku_tidak_baku,'senduk' dan 'sendok' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'senduk' dalam kalimat.,Padanan kata 'senduk' adalah 'sendok'.
3677,senen,senin,varian_baku_tidak_baku,'senen' dan 'senin' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'senen' dalam kalimat.,Padanan kata 'senen' adalah 'senin'.
3678,senget,miring,sinonim_satu_synset,'senget' dan 'miring' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'senget' dalam kalimat.,Padanan kata 'senget' adalah 'miring'.
3679,senget,condong,sinonim_satu_synset,'senget' dan 'condong' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'senget' dalam kalimat.,Padanan kata 'senget' adalah 'condong'.
3680,senget,sendeng,sinonim_satu_synset,'senget' dan 'sendeng' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'senget' dalam kalimat.,Padanan kata 'senget' adalah 'sendeng'.
