id,kata_a,kata_b,jenis_oposisi,bidang,tingkat_keyakinan,penjelasan,penggunaan_a,penggunaan_b,catatan
493,sama,berbeda,gradabel/kontekstual,umum,menengah,Pasangan 'sama' dan 'berbeda' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'sama' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'berbeda' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
494,seimbang,timpang,gradabel/kontekstual,umum,menengah,Pasangan 'seimbang' dan 'timpang' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'seimbang' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'timpang' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
495,sejahtera,melarat,gradabel/kontekstual,umum,menengah,Pasangan 'sejahtera' dan 'melarat' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'sejahtera' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'melarat' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
496,sinkron,asinkron,gradabel/kontekstual,teknologi,menengah,Pasangan 'sinkron' dan 'asinkron' memiliki hubungan pertentangan makna dalam konteks teknologi.,Contoh: penggunaan kata 'sinkron' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'asinkron' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
497,stabil,labil,gradabel/kontekstual,umum,menengah,Pasangan 'stabil' dan 'labil' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'stabil' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'labil' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
498,terbuka,tertutup,gradabel/kontekstual,umum,menengah,Pasangan 'terbuka' dan 'tertutup' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'terbuka' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tertutup' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
499,tersambung,terputus,gradabel/kontekstual,umum,menengah,Pasangan 'tersambung' dan 'terputus' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'tersambung' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'terputus' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
500,transparan,buram,gradabel/kontekstual,umum,menengah,Pasangan 'transparan' dan 'buram' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'transparan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'buram' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
501,valid,tidak valid,gradabel/kontekstual,umum,menengah,Pasangan 'valid' dan 'tidak valid' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'valid' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tidak valid' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
502,virtual,fisik,gradabel/kontekstual,teknologi,menengah,Pasangan 'virtual' dan 'fisik' memiliki hubungan pertentangan makna dalam konteks teknologi.,Contoh: penggunaan kata 'virtual' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'fisik' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
503,wajib,opsional,gradabel/kontekstual,hukum,menengah,Pasangan 'wajib' dan 'opsional' memiliki hubungan pertentangan makna dalam konteks hukum.,Contoh: penggunaan kata 'wajib' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'opsional' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
504,waras,gila,gradabel/kontekstual,kesehatan,menengah,Pasangan 'waras' dan 'gila' memiliki hubungan pertentangan makna dalam konteks kesehatan.,Contoh: penggunaan kata 'waras' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'gila' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
505,kebaikan,keburukan,gradabel/kontekstual,umum,menengah,Pasangan 'kebaikan' dan 'keburukan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kebaikan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'keburukan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
506,membesar,mengecil,gradabel/kontekstual,umum,menengah,Pasangan 'membesar' dan 'mengecil' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'membesar' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'mengecil' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
507,meninggi,merendah,gradabel/kontekstual,umum,menengah,Pasangan 'meninggi' dan 'merendah' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'meninggi' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'merendah' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
508,kecepatan,kelambatan,gradabel/kontekstual,umum,menengah,Pasangan 'kecepatan' dan 'kelambatan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kecepatan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kelambatan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
509,kekuatan,kelemahan,gradabel/kontekstual,umum,menengah,Pasangan 'kekuatan' dan 'kelemahan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kekuatan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kelemahan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
510,keberanian,ketakutan,gradabel/kontekstual,umum,menengah,Pasangan 'keberanian' dan 'ketakutan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'keberanian' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'ketakutan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
511,kesenangan,kesedihan,gradabel/kontekstual,umum,menengah,Pasangan 'kesenangan' dan 'kesedihan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kesenangan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kesedihan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
512,kebahagiaan,kesengsaraan,gradabel/kontekstual,umum,menengah,Pasangan 'kebahagiaan' dan 'kesengsaraan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kebahagiaan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kesengsaraan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
513,kekayaan,kemiskinan,gradabel/kontekstual,umum,menengah,Pasangan 'kekayaan' dan 'kemiskinan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kekayaan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kemiskinan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
514,kejujuran,kebohongan,gradabel/kontekstual,umum,menengah,Pasangan 'kejujuran' dan 'kebohongan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kejujuran' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kebohongan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
515,keadilan,kezaliman,gradabel/kontekstual,hukum,menengah,Pasangan 'keadilan' dan 'kezaliman' memiliki hubungan pertentangan makna dalam konteks hukum.,Contoh: penggunaan kata 'keadilan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kezaliman' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
516,keamanan,bahaya,gradabel/kontekstual,umum,menengah,Pasangan 'keamanan' dan 'bahaya' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'keamanan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'bahaya' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
517,kebersihan,kekotoran,gradabel/kontekstual,umum,menengah,Pasangan 'kebersihan' dan 'kekotoran' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kebersihan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kekotoran' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
518,kerapian,keberantakan,gradabel/kontekstual,umum,menengah,Pasangan 'kerapian' dan 'keberantakan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kerapian' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'keberantakan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
519,keluasan,kesempitan,gradabel/kontekstual,umum,menengah,Pasangan 'keluasan' dan 'kesempitan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'keluasan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kesempitan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
520,kedalaman,kedangkalan,gradabel/kontekstual,umum,menengah,Pasangan 'kedalaman' dan 'kedangkalan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kedalaman' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kedangkalan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
521,memanjang,memendek,gradabel/kontekstual,umum,menengah,Pasangan 'memanjang' dan 'memendek' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'memanjang' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'memendek' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
522,menebal,menipis,gradabel/kontekstual,umum,menengah,Pasangan 'menebal' dan 'menipis' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'menebal' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'menipis' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
523,menerangkan,menggelapkan,gradabel/kontekstual,umum,menengah,Pasangan 'menerangkan' dan 'menggelapkan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'menerangkan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'menggelapkan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
524,memanaskan,mendinginkan,gradabel/kontekstual,umum,menengah,Pasangan 'memanaskan' dan 'mendinginkan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'memanaskan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'mendinginkan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
525,kemahalan,kemurahan,gradabel/kontekstual,umum,menengah,Pasangan 'kemahalan' dan 'kemurahan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kemahalan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kemurahan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
526,kerajinan,kemalasan,gradabel/kontekstual,umum,menengah,Pasangan 'kerajinan' dan 'kemalasan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kerajinan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kemalasan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
527,kepintaran,kebodohan,gradabel/kontekstual,umum,menengah,Pasangan 'kepintaran' dan 'kebodohan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kepintaran' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kebodohan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
528,kesopanan,kekasaran,gradabel/kontekstual,umum,menengah,Pasangan 'kesopanan' dan 'kekasaran' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kesopanan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kekasaran' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
529,keramahan,kegalakan,gradabel/kontekstual,umum,menengah,Pasangan 'keramahan' dan 'kegalakan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'keramahan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kegalakan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
530,penghematan,pemborosan,gradabel/kontekstual,umum,menengah,Pasangan 'penghematan' dan 'pemborosan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'penghematan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'pemborosan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
531,kesuburan,ketandusan,gradabel/kontekstual,umum,menengah,Pasangan 'kesuburan' dan 'ketandusan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kesuburan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'ketandusan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
532,keramaian,kesepian,gradabel/kontekstual,umum,menengah,Pasangan 'keramaian' dan 'kesepian' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'keramaian' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kesepian' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
533,kemudahan,kesukaran,gradabel/kontekstual,umum,menengah,Pasangan 'kemudahan' dan 'kesukaran' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kemudahan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kesukaran' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
534,keindahan,kejelekan,gradabel/kontekstual,umum,menengah,Pasangan 'keindahan' dan 'kejelekan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'keindahan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kejelekan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
535,optimisme,pesimisme,gradabel/kontekstual,umum,menengah,Pasangan 'optimisme' dan 'pesimisme' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'optimisme' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'pesimisme' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
536,keaktifan,kepasifan,gradabel/kontekstual,teknologi,menengah,Pasangan 'keaktifan' dan 'kepasifan' memiliki hubungan pertentangan makna dalam konteks teknologi.,Contoh: penggunaan kata 'keaktifan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kepasifan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
537,modernisasi,tradisionalisasi,gradabel/kontekstual,umum,menengah,Pasangan 'modernisasi' dan 'tradisionalisasi' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'modernisasi' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tradisionalisasi' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
538,keaslian,kepalsuan,gradabel/kontekstual,umum,menengah,Pasangan 'keaslian' dan 'kepalsuan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'keaslian' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kepalsuan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
539,kebenaran,kesalahan,gradabel/kontekstual,umum,menengah,Pasangan 'kebenaran' dan 'kesalahan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kebenaran' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kesalahan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
540,kesetiaan,pengkhianatan,gradabel/kontekstual,umum,menengah,Pasangan 'kesetiaan' dan 'pengkhianatan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kesetiaan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'pengkhianatan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
